"area_id","manzana_label","mza","variable","categoria","casos","pct"
"07010100010020001800","070101000100200018 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 018","018","sexo","Mujer",88,0.497175141242938
"07010100010020001900","070101000100200019 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 019","019","sexo","Hombre",58,0.471544715447154
"07010100010020001900","070101000100200019 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 019","019","sexo","Mujer",65,0.528455284552846
"07010100010020002000","070101000100200020 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 020","020","sexo","Hombre",59,0.446969696969697
"07010100010020002000","070101000100200020 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 020","020","sexo","Mujer",73,0.553030303030303
"07010100010020002100","070101000100200021 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 021","021","sexo","Hombre",72,0.576
"07010100010020002100","070101000100200021 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 021","021","sexo","Mujer",53,0.424
"07010100010020002400","070101000100200024 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 024","024","sexo","Hombre",60,0.476190476190476
"07010100010020002400","070101000100200024 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 024","024","sexo","Mujer",66,0.523809523809524
"07010100010020002500","070101000100200025 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 025","025","sexo","Hombre",64,0.460431654676259
"07010100010020002500","070101000100200025 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 025","025","sexo","Mujer",75,0.539568345323741
"07010100010020002600","070101000100200026 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 026","026","sexo","Hombre",65,0.503875968992248
"07010100010020002600","070101000100200026 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 026","026","sexo","Mujer",64,0.496124031007752
"07010100010020002700","070101000100200027 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 027","027","sexo","Hombre",47,0.356060606060606
"07010100010020002700","070101000100200027 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 027","027","sexo","Mujer",85,0.643939393939394
"07010100010020002800","070101000100200028 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 028","028","sexo","Hombre",63,0.477272727272727
"07010100010020002800","070101000100200028 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 028","028","sexo","Mujer",69,0.522727272727273
"07010100010020002900","070101000100200029 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 029","029","sexo","Hombre",74,0.483660130718954
"07010100010020002900","070101000100200029 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 029","029","sexo","Mujer",79,0.516339869281046
"07010100010020003200","070101000100200032 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 032","032","sexo","Hombre",69,0.496402877697842
"07010100010020003200","070101000100200032 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 032","032","sexo","Mujer",70,0.503597122302158
"07010100010020003300","070101000100200033 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 033","033","sexo","Hombre",56,0.440944881889764
