"area_id","manzana_label","mza","sexo_hombre","sexo_mujer","tipoviv_casa_independiente","tipoviv_departamento_en_edificio","tipoviv_vivienda_en_casa_de_vecindad_callej_n_solar_o_corral_n_","tipoviv_vivienda_improvisada","tipoviv_viviendas_colectivas","tipoviv_vivienda_en_quinta","tipoviv_local_no_destinado_para_habitaci_n_humana","tipoviv_otro_tipo_de_vivienda_particular","ocup_ocupada_con_personas_presentes","ocup_ocupada_con_personas_ausentes","ocup_ocupada_de_uso_ocasional","ocup_desocupada_otra_causa","ocup_desocupada_abandonada_o_cerrada","ocup_desocupada_en_construcci_n_o_reparaci_n","ocup_desocupada_en_alquiler_o_venta","tenencia_alquilada","tenencia_propia_sin_t_tulo_de_propiedad","tenencia_propia_con_t_tulo_de_propiedad","tenencia_cedida","tenencia_otra_forma","habitaciones_promedio","viviendas_con_dato_habitaciones","personas_hogar_promedio","hogares_con_dato","poblacion_total","pct_hombres","viviendas_con_tenencia","pct_alquiler","hacinamiento_proxy"
"07010100010110006013","070101000101100060M, Callao,Callao,Callao,Centro Poblado: Callao,Mza: 060M","060M",35,30,20,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,17,0,0,0,3,17,3,19,65,53.8,17,0,1
"07010100010110006015","070101000101100060O, Callao,Callao,Callao,Centro Poblado: Callao,Mza: 060O","060O",20,11,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,10,2,0,0,3,12,3,12,31,64.5,12,0,1
"07010100010110006100","070101000101100061 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 061","061",77,85,46,0,0,0,0,0,0,0,44,2,0,0,0,0,0,1,40,1,2,0,3,44,4,46,162,47.5,44,2.3,1.33
"07010100010110088888","0701010001011008888, Callao,Callao,Callao,Centro Poblado: Callao,Mza: 8888","8888",45,33,18,0,7,0,0,0,0,0,23,0,2,0,0,0,0,2,10,10,1,0,3,23,3,25,78,57.7,23,8.7,1
"07010100010120000100","070101000101200001 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 001","001",30,37,22,0,0,0,0,0,0,0,19,1,2,0,0,0,0,1,10,8,0,0,3,19,3,20,67,44.8,19,5.3,1
"07010100010120000200","070101000101200002 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 002","002",42,46,20,0,0,0,0,0,0,0,18,0,2,0,0,0,0,1,4,13,0,0,3,18,5,19,88,47.7,18,5.6,1.67
"07010100010120000400","070101000101200004 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 004","004",32,39,18,0,0,0,0,0,0,0,18,0,0,0,0,0,0,2,0,15,1,0,4,18,4,20,71,45.1,18,11.1,1
"07010100010120000500","070101000101200005 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 005","005",72,58,36,0,0,0,0,0,0,0,34,2,0,0,0,0,0,2,0,29,3,0,3,34,3,38,130,55.4,34,5.9,1
"07010100010120000600","070101000101200006 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 006","006",73,51,35,0,0,0,0,0,0,0,32,2,1,0,0,0,0,0,0,29,3,0,3,32,4,35,124,58.9,32,0,1.33
"07010100010120000700","070101000101200007 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 007","007",52,71,35,0,0,0,0,0,0,0,32,2,0,1,0,0,0,3,0,27,2,0,3,32,4,33,123,42.3,32,9.4,1.33
"07010100010120000800","070101000101200008 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 008","008",63,72,32,0,0,0,0,0,0,0,30,1,0,0,1,0,0,1,16,13,0,0,3,30,4,30,135,46.7,30,3.3,1.33
"07010100010120000804","070101000101200008D, Callao,Callao,Callao,Centro Poblado: Callao,Mza: 008D","008D",77,65,47,0,2,0,0,0,0,0,41,0,8,0,0,0,0,3,33,5,0,0,3,41,3,41,142,54.2,41,7.3,1
"07010100010120000900","070101000101200009 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 009","009",55,36,23,0,0,0,0,0,0,0,22,0,0,0,0,1,0,2,17,3,0,0,3,22,4,22,91,60.4,22,9.1,1.33
"07010100010120001003","070101000101200010C, Callao,Callao,Callao,Centro Poblado: Callao,Mza: 010C","010C",47,34,34,0,0,0,0,0,0,0,22,2,3,2,2,3,0,2,17,3,0,0,2,22,3,25,81,58,22,9.1,1.5
"07010100010120001004","070101000101200010D, Callao,Callao,Callao,Centro Poblado: Callao,Mza: 010D","010D",45,45,26,0,0,0,0,0,0,0,23,2,1,0,0,0,0,2,21,0,0,0,2,23,4,23,90,50,23,8.7,2
"07010100010120001100","070101000101200011 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 011","011",36,42,21,0,0,0,0,0,0,0,21,0,0,0,0,0,0,2,2,16,1,0,3,21,4,22,78,46.2,21,9.5,1.33
"07010100010120001400","070101000101200014 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 014","014",49,49,23,0,0,0,0,0,0,0,22,0,0,0,1,0,0,0,11,9,2,0,3,22,3,29,98,50,22,0,1
"07010100010120002500","070101000101200025 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 025","025",48,66,33,0,0,0,0,0,0,0,31,2,0,0,0,0,0,2,27,2,0,0,2,31,4,31,114,42.1,31,6.5,2
"07010100010120002600","070101000101200026 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 026","026",49,48,25,0,0,0,0,0,0,0,25,0,0,0,0,0,0,1,2,14,8,0,3,25,4,25,97,50.5,25,4,1.33
"07010100010120002700","070101000101200027 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 027","027",26,30,9,0,0,0,1,0,0,0,8,0,1,0,0,0,0,1,0,7,0,0,5,8,4,14,56,46.4,8,12.5,0.8
"07010100010120002800","070101000101200028 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 028","028",98,86,41,0,0,0,0,0,0,0,40,1,0,0,0,0,0,4,2,32,2,0,4,40,3,54,184,53.3,40,10,0.75
"07010100010120002900","070101000101200029 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 029","029",114,123,42,0,0,0,0,0,0,0,42,0,0,0,0,0,0,6,5,30,1,0,5,42,4,62,237,48.1,42,14.3,0.8
"07010100010120003200","070101000101200032 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 032","032",35,29,18,0,0,0,0,0,0,0,17,1,0,0,0,0,0,1,5,8,3,0,3,17,3,20,64,54.7,17,5.9,1
"07010100010120003300","070101000101200033 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 033","033",47,44,26,0,0,0,0,0,0,0,25,0,0,0,1,0,0,1,6,18,0,0,3,25,3,29,91,51.6,25,4,1
"07010100010120003400","070101000101200034 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 034","034",68,81,26,0,0,0,0,0,0,0,25,1,0,0,0,0,0,1,8,16,0,0,4,25,4,36,149,45.6,25,4,1
"07010100010120003500","070101000101200035 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 035","035",26,29,14,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,3,11,0,0,3,14,4,15,55,47.3,14,0,1.33
"07010100010120003600","070101000101200036 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 036","036",18,18,11,0,0,0,0,0,0,0,10,1,0,0,0,0,0,1,0,9,0,0,4,10,3,11,36,50,10,10,0.75
"07010100010120003601","070101000101200036A, Callao,Callao,Callao,Centro Poblado: Callao,Mza: 036A","036A",19,29,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,8,0,0,2,11,4,12,48,39.6,11,0,2
"07010100010120003602","070101000101200036B, Callao,Callao,Callao,Centro Poblado: Callao,Mza: 036B","036B",46,46,24,0,0,0,0,0,0,0,21,3,0,0,0,0,0,0,14,7,0,0,3,21,4,21,92,50,21,0,1.33
"07010100010120003700","070101000101200037 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 037","037",81,84,38,0,0,0,0,0,0,0,35,2,0,0,1,0,0,5,1,25,4,0,3,35,4,39,165,49.1,35,14.3,1.33
"07010100010120003800","070101000101200038 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 038","038",54,52,29,0,0,0,0,0,0,0,29,0,0,0,0,0,0,4,2,21,2,0,3,29,3,31,106,50.9,29,13.8,1
"07010100010120003900","070101000101200039 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 039","039",68,64,29,0,0,0,0,0,0,0,28,0,1,0,0,0,0,0,0,28,0,0,4,28,4,33,132,51.5,28,0,1
"07010100010120004000","070101000101200040 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 040","040",63,67,29,0,0,0,0,0,0,0,28,1,0,0,0,0,0,0,1,26,1,0,4,28,4,34,130,48.5,28,0,1
"07010100010120004100","070101000101200041 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 041","041",58,64,28,0,0,0,0,0,0,0,27,1,0,0,0,0,0,0,3,24,0,0,4,27,4,32,122,47.5,27,0,1
"07010100010120004400","070101000101200044 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 044","044",56,66,31,0,0,0,0,0,0,0,26,3,2,0,0,0,0,2,6,18,0,0,3,26,4,34,122,45.9,26,7.7,1.33
"07010100010120004500","070101000101200045 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 045","045",62,65,29,0,0,0,0,0,0,0,27,2,0,0,0,0,0,0,1,26,0,0,3,27,4,31,127,48.8,27,0,1.33
"07010100010120004600","070101000101200046 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 046","046",86,73,36,0,0,0,0,0,0,0,32,1,1,1,1,0,0,3,2,27,0,0,4,32,4,37,159,54.1,32,9.4,1
"07010100010120004700","070101000101200047 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 047","047",48,51,22,0,0,0,0,0,0,0,21,0,0,0,1,0,0,2,1,16,2,0,3,21,4,22,99,48.5,21,9.5,1.33
"07010100010120004800","070101000101200048 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 048","048",54,45,23,0,0,0,0,0,0,0,21,1,1,0,0,0,0,2,2,17,0,0,3,21,5,21,99,54.5,21,9.5,1.67
"07010100010120004900","070101000101200049 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 049","049",45,38,22,0,0,0,0,0,0,0,20,1,1,0,0,0,0,0,0,18,2,0,3,20,4,21,83,54.2,20,0,1.33
"07010100010120005000","070101000101200050 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 050","050",31,33,14,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,14,0,0,4,14,4,15,64,48.4,14,0,1
"07010100010120005002","070101000101200050B, Callao,Callao,Callao,Centro Poblado: Callao,Mza: 050B","050B",72,72,38,0,0,0,0,0,0,0,36,1,0,0,1,0,0,2,33,0,1,0,3,36,4,39,144,50,36,5.6,1.33
"07010100010120005003","070101000101200050C, Callao,Callao,Callao,Centro Poblado: Callao,Mza: 050C","050C",93,106,63,0,0,0,0,0,0,0,60,3,0,0,0,0,0,9,44,4,3,0,3,60,3,60,199,46.7,60,15,1
"07010100010120005004","070101000101200050D, Callao,Callao,Callao,Centro Poblado: Callao,Mza: 050D","050D",105,95,56,0,0,0,0,0,0,0,52,1,1,0,2,0,0,1,45,6,0,0,3,52,4,54,200,52.5,52,1.9,1.33
"07010100010120005006","070101000101200050F, Callao,Callao,Callao,Centro Poblado: Callao,Mza: 050F","050F",76,61,36,0,0,0,0,0,0,0,35,1,0,0,0,0,0,1,33,0,1,0,3,35,4,39,137,55.5,35,2.9,1.33
"07010100010120005007","070101000101200050G, Callao,Callao,Callao,Centro Poblado: Callao,Mza: 050G","050G",78,98,49,0,0,0,0,0,0,0,48,1,0,0,0,0,0,0,48,0,0,0,3,48,4,49,176,44.3,48,0,1.33
"07010100010120005100","070101000101200051 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 051","051",29,29,14,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,4,9,0,0,2,13,4,13,58,50,13,0,2
"07010100010120005101","070101000101200051A, Callao,Callao,Callao,Centro Poblado: Callao,Mza: 051A","051A",76,70,47,0,0,0,0,0,0,0,40,3,2,1,0,1,0,3,36,1,0,0,3,40,4,40,146,52.1,40,7.5,1.33
"07010100010120005200","070101000101200052 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 052","052",85,96,39,0,0,0,0,0,0,0,37,0,0,0,2,0,0,1,1,35,0,0,3,37,4,44,181,47,37,2.7,1.33
"07010100010120005201","070101000101200052A, Callao,Callao,Callao,Centro Poblado: Callao,Mza: 052A","052A",43,41,22,0,0,0,0,0,0,0,19,0,3,0,0,0,0,2,2,15,0,0,3,19,4,21,84,51.2,19,10.5,1.33
"07010100010120005203","070101000101200052C, Callao,Callao,Callao,Centro Poblado: Callao,Mza: 052C","052C",30,27,13,0,0,0,0,0,0,0,13,0,0,0,0,0,0,4,0,9,0,0,3,13,4,14,57,52.6,13,30.8,1.33
"07010100010120005213","070101000101200052M, Callao,Callao,Callao,Centro Poblado: Callao,Mza: 052M","052M",19,19,10,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,9,0,0,0,4,9,4,9,38,50,9,0,1
"07010100010120005217","070101000101200052Q, Callao,Callao,Callao,Centro Poblado: Callao,Mza: 052Q","052Q",48,45,33,0,1,0,0,0,1,0,33,2,0,0,0,0,0,5,27,0,1,0,2,33,3,33,93,51.6,33,15.2,1.5
"07010100010120005219","070101000101200052S, Callao,Callao,Callao,Centro Poblado: Callao,Mza: 052S","052S",71,64,50,0,0,0,0,0,0,0,47,3,0,0,0,0,0,0,46,0,1,0,2,47,3,48,135,52.6,47,0,1.5
"07010100010120005220","070101000101200052T, Callao,Callao,Callao,Centro Poblado: Callao,Mza: 052T","052T",65,69,57,0,0,0,0,0,0,0,48,3,0,0,6,0,0,0,48,0,0,0,2,48,3,49,134,48.5,48,0,1.5
"07010100010120005300","070101000101200053 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 053","053",50,55,21,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,1,19,0,0,3,20,4,27,105,47.6,20,0,1.33
"07010100010120005400","070101000101200054 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 054","054",47,52,27,0,0,0,0,0,0,0,24,2,1,0,0,0,0,2,1,18,3,0,3,24,4,25,99,47.5,24,8.3,1.33
"07010100010120005500","070101000101200055 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 055","055",32,27,21,0,0,0,0,0,0,0,17,1,3,0,0,0,0,1,1,12,3,0,3,17,3,18,59,54.2,17,5.9,1
"07010100010120005600","070101000101200056 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 056","056",57,47,30,0,0,0,0,0,0,0,28,1,1,0,0,0,0,2,4,21,1,0,3,28,3,35,104,54.8,28,7.1,1
"07010100010120005700","070101000101200057 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 057","057",50,55,28,0,0,0,0,0,0,0,25,2,1,0,0,0,0,3,1,20,1,0,3,25,4,26,105,47.6,25,12,1.33
"07010100010120005800","070101000101200058 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 058","058",56,63,26,0,0,0,1,0,0,0,26,0,0,0,0,0,0,0,1,25,0,0,3,26,4,32,119,47.1,26,0,1.33
"07010100010120005900","070101000101200059 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 059","059",78,94,34,0,0,0,0,0,0,0,32,1,1,0,0,0,0,0,2,29,1,0,5,32,4,45,172,45.3,32,0,0.8
"07010100010120006001","070101000101200060A, Callao,Callao,Callao,Centro Poblado: Callao,Mza: 060A","060A",18,28,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,9,1,0,3,11,4,12,46,39.1,11,9.1,1.33
"07010100010120006100","070101000101200061 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 061","061",85,82,40,0,0,0,0,0,0,0,33,1,6,0,0,0,0,2,7,20,4,0,4,33,4,43,167,50.9,33,6.1,1
"07010100010120006200","070101000101200062 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 062","062",48,51,30,0,0,0,0,0,0,0,25,1,4,0,0,0,0,2,2,16,5,0,4,25,4,26,99,48.5,25,8,1
"07010100010120006301","070101000101200063A, Callao,Callao,Callao,Centro Poblado: Callao,Mza: 063A","063A",41,52,19,0,0,0,0,0,0,0,19,0,0,0,0,0,0,3,2,13,1,0,5,19,3,30,93,44.1,19,15.8,0.6
"07010100010120006401","070101000101200064A, Callao,Callao,Callao,Centro Poblado: Callao,Mza: 064A","064A",122,124,49,0,0,0,0,0,0,0,46,3,0,0,0,0,0,1,18,24,3,0,4,46,4,58,246,49.6,46,2.2,1
"07010100010120006500","070101000101200065 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 065","065",84,91,44,0,0,0,0,0,0,0,43,1,0,0,0,0,0,3,40,0,0,0,2,43,4,45,175,48,43,7,2
"07010100010120006600","070101000101200066 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 066","066",39,47,27,0,0,0,0,0,0,0,26,0,0,0,0,1,0,0,23,3,0,0,3,26,3,26,86,45.3,26,0,1
"07010100010120006700","070101000101200067 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 067","067",26,33,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,9,0,0,0,4,10,4,16,59,44.1,10,10,1
"07010100010120006800","070101000101200068 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 068","068",55,52,25,0,0,0,0,0,0,0,22,1,2,0,0,0,0,4,18,0,0,0,3,22,5,23,107,51.4,22,18.2,1.67
"07010100010120006900","070101000101200069 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 069","069",56,53,30,0,0,0,0,0,0,0,27,2,1,0,0,0,0,2,23,2,0,0,3,27,4,29,109,51.4,27,7.4,1.33
"07010100010120007000","070101000101200070 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 070","070",36,43,21,0,0,0,0,0,0,0,20,1,0,0,0,0,0,2,16,0,2,0,3,20,4,20,79,45.6,20,10,1.33
"07010100010120007100","070101000101200071 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 071","071",65,78,39,0,0,0,0,0,0,0,37,1,0,0,0,0,1,5,32,0,0,0,3,37,4,37,143,45.5,37,13.5,1.33
"07010100010120007200","070101000101200072 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 072","072",26,27,13,1,0,0,0,0,0,0,14,0,0,0,0,0,0,2,11,1,0,0,3,14,3,16,53,49.1,14,14.3,1
"07010100010120007300","070101000101200073 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 073","073",43,32,23,0,0,0,0,0,0,0,21,2,0,0,0,0,0,2,19,0,0,0,3,21,3,23,75,57.3,21,9.5,1
"07010100010120088888","0701010001012008888, Callao,Callao,Callao,Centro Poblado: Callao,Mza: 8888","8888",3586,54,29,0,1,0,3,0,2,1,31,2,0,0,0,0,0,5,15,9,1,1,2,31,2,34,3640,98.5,31,16.1,1
"07010100010130000300","070101000101300003 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 003","003",248,238,96,0,0,0,1,0,0,0,94,1,0,1,0,0,0,16,7,61,9,1,3,94,4,115,486,51,94,17,1.33
"07010100010130000401","070101000101300004A, Callao,Callao,Callao,Centro Poblado: Callao,Mza: 004A","004A",171,171,65,0,0,0,0,0,0,0,61,4,0,0,0,0,0,2,2,57,0,0,4,61,4,84,342,50,61,3.3,1
"07010100010130000600","070101000101300006 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 006","006",115,118,47,0,0,0,0,0,0,0,47,0,0,0,0,0,0,1,0,41,5,0,4,47,4,56,233,49.4,47,2.1,1
"07010100010130000700","070101000101300007 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 007","007",68,83,31,1,0,0,0,0,0,0,31,1,0,0,0,0,0,6,1,23,1,0,4,31,4,39,151,45,31,19.4,1
"07010100010130000800","070101000101300008 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 008","008",67,86,26,0,0,0,0,0,0,0,26,0,0,0,0,0,0,1,2,17,6,0,4,26,4,42,153,43.8,26,3.8,1
"07010100010130000900","070101000101300009 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 009","009",100,105,39,0,0,0,0,0,1,0,39,1,0,0,0,0,0,1,7,26,5,0,4,39,4,56,205,48.8,39,2.6,1
"07010100010130001000","070101000101300010 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 010","010",84,91,36,0,0,0,0,0,0,0,36,0,0,0,0,0,0,3,3,29,1,0,4,36,4,45,175,48,36,8.3,1
"07010100010130001100","070101000101300011 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 011","011",71,80,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,21,2,0,5,23,5,33,151,47,23,0,1
"07010100010130001200","070101000101300012 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 012","012",66,74,26,0,0,0,0,0,0,0,26,0,0,0,0,0,0,6,0,20,0,0,4,26,4,33,140,47.1,26,23.1,1
"07010100010130001202","070101000101300012B, Callao,Callao,Callao,Centro Poblado: Callao,Mza: 012B","012B",65,58,34,0,0,1,0,0,0,0,35,0,0,0,0,0,0,3,2,26,4,0,4,35,3,41,123,52.8,35,8.6,0.75
"07010100010130001600","070101000101300016 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 016","016",68,71,30,0,0,0,0,0,0,0,28,0,1,0,1,0,0,0,1,25,2,0,4,28,5,30,139,48.9,28,0,1.25
"07010100010130001700","070101000101300017 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 017","017",117,87,39,5,0,1,0,0,0,0,44,1,0,0,0,0,0,4,0,38,2,0,3,44,4,55,204,57.4,44,9.1,1.33
"07010100010130001800","070101000101300018 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 018","018",48,41,21,2,0,0,1,0,0,0,22,1,0,0,0,0,0,1,1,20,0,0,3,22,3,30,89,53.9,22,4.5,1
"07010100010130001900","070101000101300019 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 019","019",73,79,32,1,0,0,0,0,0,0,32,0,1,0,0,0,0,3,1,20,8,0,3,32,5,33,152,48,32,9.4,1.67
"07010100010130002000","070101000101300020 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 020","020",46,72,21,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,21,0,0,4,21,5,26,118,39,21,0,1.25
"07010100010130002100","070101000101300021 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 021","021",112,97,44,10,0,0,0,0,0,0,50,4,0,0,0,0,0,16,3,27,4,0,3,50,4,58,209,53.6,50,32,1.33
"07010100010130002200","070101000101300022 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 022","022",87,96,32,0,0,0,0,0,0,0,32,0,0,0,0,0,0,2,3,25,2,0,4,32,4,44,183,47.5,32,6.2,1
"07010100010130002300","070101000101300023 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 023","023",66,79,36,1,0,0,1,0,0,0,33,0,1,0,3,0,0,2,5,26,0,0,4,33,4,39,145,45.5,33,6.1,1
"07010100010130002400","070101000101300024 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 024","024",116,112,57,0,0,0,0,0,0,0,49,0,0,0,8,0,0,0,3,46,0,0,4,49,4,51,228,50.9,49,0,1
"07010100010130002500","070101000101300025 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 025","025",96,119,44,0,0,0,0,0,0,0,44,0,0,0,0,0,0,1,7,32,4,0,4,44,5,47,215,44.7,44,2.3,1.25
"07010100010130002600","070101000101300026 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 026","026",126,135,56,0,0,0,0,0,0,0,52,2,1,0,0,0,1,6,10,30,4,2,3,52,4,73,261,48.3,52,11.5,1.33
"07010100010130002700","070101000101300027 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 027","027",97,116,60,0,0,0,0,0,0,0,57,1,2,0,0,0,0,4,12,36,5,0,3,57,3,67,213,45.5,57,7,1
"07010100010130002900","070101000101300029 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 029","029",59,80,29,0,0,0,0,0,0,0,29,0,0,0,0,0,0,3,2,22,2,0,3,29,4,33,139,42.4,29,10.3,1.33
"07010100010130003000","070101000101300030 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 030","030",74,73,33,0,0,0,0,0,0,0,33,0,0,0,0,0,0,6,2,24,1,0,3,33,4,37,147,50.3,33,18.2,1.33
"07010100010130003100","070101000101300031 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 031","031",66,73,48,0,0,0,0,0,0,0,46,0,0,0,1,1,0,2,2,40,2,0,4,46,3,54,139,47.5,46,4.3,0.75
"07010100010130003200","070101000101300032 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 032","032",75,74,42,0,0,0,2,0,0,0,42,0,0,0,0,0,0,4,11,26,1,0,3,42,3,49,149,50.3,42,9.5,1
"07010100010130003300","070101000101300033 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 033","033",104,104,39,0,0,0,0,0,0,0,36,0,0,1,1,1,0,2,1,32,1,0,4,36,4,59,208,50,36,5.6,1
"07010100010130003400","070101000101300034 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 034","034",85,85,34,0,0,0,0,0,0,0,31,0,0,0,3,0,0,1,4,24,2,0,4,31,4,46,170,50,31,3.2,1
"07010100010130003600","070101000101300036 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 036","036",64,62,25,0,0,0,0,0,0,0,25,0,0,0,0,0,0,3,0,15,7,0,4,25,4,33,126,50.8,25,12,1
"07010100010130004000","070101000101300040 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 040","040",69,55,31,0,0,0,0,0,0,0,30,1,0,0,0,0,0,3,0,27,0,0,3,30,4,34,124,55.6,30,10,1.33
"07010100010130004100","070101000101300041 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 041","041",52,54,30,0,0,0,0,0,0,0,29,1,0,0,0,0,0,1,0,20,8,0,3,29,4,30,106,49.1,29,3.4,1.33
"07010100010130004300","070101000101300043 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 043","043",62,65,27,2,0,0,0,0,0,0,28,0,0,0,1,0,0,0,1,25,2,0,4,28,4,35,127,48.8,28,0,1
"07010100010130004400","070101000101300044 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 044","044",79,66,34,0,0,0,0,0,0,0,33,0,0,0,1,0,0,4,1,22,6,0,3,33,4,39,145,54.5,33,12.1,1.33
"07010100010130004500","070101000101300045 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 045","045",95,86,46,0,0,0,0,0,0,0,45,0,0,0,1,0,0,6,0,38,1,0,3,45,3,52,181,52.5,45,13.3,1
"07010100010130004600","070101000101300046 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 046","046",116,112,48,0,0,0,0,0,0,0,46,1,0,0,0,0,1,0,2,40,4,0,4,46,4,57,228,50.9,46,0,1
"07010100010130004700","070101000101300047 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 047","047",61,54,29,0,0,0,0,0,0,0,28,1,0,0,0,0,0,0,4,23,1,0,4,28,3,35,115,53,28,0,0.75
"07010100010130004900","070101000101300049 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 049","049",70,80,29,0,0,0,0,0,0,0,28,1,0,0,0,0,0,0,3,24,1,0,4,28,4,42,150,46.7,28,0,1
"07010100010130005000","070101000101300050 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 050","050",94,100,40,0,0,0,0,0,0,0,36,3,0,0,1,0,0,2,1,32,1,0,4,36,4,48,194,48.5,36,5.6,1
