"area_id","manzana_label","mza","sexo_hombre","sexo_mujer","tipoviv_casa_independiente","tipoviv_departamento_en_edificio","tipoviv_vivienda_en_casa_de_vecindad_callej_n_solar_o_corral_n_","tipoviv_vivienda_improvisada","tipoviv_viviendas_colectivas","tipoviv_vivienda_en_quinta","tipoviv_local_no_destinado_para_habitaci_n_humana","tipoviv_otro_tipo_de_vivienda_particular","ocup_ocupada_con_personas_presentes","ocup_ocupada_con_personas_ausentes","ocup_ocupada_de_uso_ocasional","ocup_desocupada_otra_causa","ocup_desocupada_abandonada_o_cerrada","ocup_desocupada_en_construcci_n_o_reparaci_n","ocup_desocupada_en_alquiler_o_venta","tenencia_alquilada","tenencia_propia_sin_t_tulo_de_propiedad","tenencia_propia_con_t_tulo_de_propiedad","tenencia_cedida","tenencia_otra_forma","habitaciones_promedio","viviendas_con_dato_habitaciones","personas_hogar_promedio","hogares_con_dato","poblacion_total","pct_hombres","viviendas_con_tenencia","pct_alquiler","hacinamiento_proxy"
"07010100010190000100","070101000101900001 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 001","001",87,86,29,24,0,3,0,0,0,0,51,3,0,2,0,0,0,12,9,22,8,0,2,51,3,55,173,50.3,51,23.5,1.5
"07010100010190000300","070101000101900003 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 003","003",88,107,46,4,0,0,0,0,0,0,44,4,0,0,0,1,1,4,9,30,1,0,5,44,3,59,195,45.1,44,9.1,0.6
"07010100010190000400","070101000101900004 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 004","004",94,83,47,4,0,0,0,0,0,0,51,0,0,0,0,0,0,11,3,32,5,0,3,51,3,55,177,53.1,51,21.6,1
"07010100010190000500","070101000101900005 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 005","005",143,138,63,14,0,0,0,0,0,0,68,3,0,1,1,3,1,29,6,24,9,0,3,68,4,80,281,50.9,68,42.6,1.33
"07010100010190000602","070101000101900006B, Callao,Callao,Callao,Centro Poblado: Callao,Mza: 006B","006B",338,337,142,10,0,0,3,0,0,0,141,2,2,2,3,2,0,48,35,41,16,1,3,141,3,187,675,50.1,141,34,1
"07010100010190000800","070101000101900008 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 008","008",84,109,39,14,0,0,0,0,0,0,52,1,0,0,0,0,0,17,9,26,0,0,3,52,3,61,193,43.5,52,32.7,1
"07010100010190000900","070101000101900009 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 009","009",69,58,33,0,0,1,0,0,0,0,30,0,3,0,1,0,0,3,8,19,0,0,4,30,4,31,127,54.3,30,10,1
"07010100010190001000","070101000101900010 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 010","010",83,86,34,0,0,0,0,11,0,0,44,1,0,0,0,0,0,24,0,15,3,2,3,44,3,53,169,49.1,44,54.5,1
"07010100010190001100","070101000101900011 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 011","011",111,91,22,13,0,0,0,9,0,0,43,1,0,0,0,0,0,14,8,19,2,0,3,43,3,59,202,55,43,32.6,1
"07010100010190001200","070101000101900012 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 012","012",117,102,47,5,0,0,0,0,0,0,50,1,1,0,0,0,0,20,7,21,2,0,4,50,4,55,219,53.4,50,40,1
"07010100010190001300","070101000101900013 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 013","013",111,108,48,1,2,0,0,2,0,0,51,2,0,0,0,0,0,12,17,19,3,0,4,51,4,57,219,50.7,51,23.5,1
"07010100010190001400","070101000101900014 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 014","014",52,61,30,0,0,0,0,0,0,0,30,0,0,0,0,0,0,4,10,13,3,0,3,30,4,30,113,46,30,13.3,1.33
"07010100010190001500","070101000101900015 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 015","015",138,146,30,52,1,0,0,0,0,0,81,2,0,0,0,0,0,44,16,15,6,0,2,81,3,87,284,48.6,81,54.3,1.5
"07010100010190001800","070101000101900018 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 018","018",95,90,24,1,0,0,0,0,0,0,24,0,0,0,0,0,1,5,18,0,1,0,5,24,4,48,185,51.4,24,20.8,0.8
"07010100010190001900","070101000101900019 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 019","019",112,85,31,5,0,0,0,0,0,0,35,1,0,0,0,0,0,7,4,20,4,0,4,35,4,55,197,56.9,35,20,1
"07010100010190002000","070101000101900020 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 020","020",30,30,7,3,0,0,0,0,0,0,10,0,0,0,0,0,0,3,1,6,0,0,4,10,4,16,60,50,10,30,1
"07010100010190002200","070101000101900022 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 022","022",146,163,46,0,0,0,0,0,0,0,45,1,0,0,0,0,0,2,20,19,4,0,4,45,4,77,309,47.2,45,4.4,1
"07010100010190002300","070101000101900023 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 023","023",140,142,54,2,0,0,0,0,0,0,56,0,0,0,0,0,0,6,28,20,2,0,3,56,4,67,282,49.6,56,10.7,1.33
"07010100010190002500","070101000101900025 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 025","025",131,144,44,12,0,0,0,0,0,0,51,3,2,0,0,0,0,7,8,33,3,0,4,51,4,70,275,47.6,51,13.7,1
"07010100010190002600","070101000101900026 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 026","026",192,215,57,1,0,0,0,0,0,0,57,0,0,0,1,0,0,7,21,26,3,0,4,57,4,107,407,47.2,57,12.3,1
"07010100010190002900","070101000101900029 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 029","029",77,106,26,0,0,0,0,0,0,0,24,1,0,0,0,1,0,7,3,10,4,0,4,24,4,44,183,42.1,24,29.2,1
"07010100010190003000","070101000101900030 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 030","030",75,90,18,8,0,0,0,0,0,0,24,1,1,0,0,0,0,7,3,13,1,0,4,24,4,38,165,45.5,24,29.2,1
"07010100010190003100","070101000101900031 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 031","031",70,67,32,4,0,0,1,0,0,0,35,1,0,0,0,0,0,14,9,12,0,0,3,35,4,37,137,51.1,35,40,1.33
"07010100010190003200","070101000101900032 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 032","032",110,127,56,9,0,0,0,0,0,0,63,2,0,0,0,0,0,14,12,32,5,0,4,63,3,71,237,46.4,63,22.2,0.75
"07010100010190003300","070101000101900033 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 033","033",158,177,47,10,0,0,0,0,0,0,55,0,0,2,0,0,0,17,10,27,1,0,4,55,4,85,335,47.2,55,30.9,1
"07010100010190003400","070101000101900034 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 034","034",117,111,30,12,0,0,0,0,0,0,39,0,0,0,0,2,1,19,4,14,2,0,4,39,3,67,228,51.3,39,48.7,0.75
"07010100010190003500","070101000101900035 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 035","035",89,108,38,3,0,0,0,8,0,0,40,1,7,0,1,0,0,17,1,15,7,0,3,40,4,49,197,45.2,40,42.5,1.33
"07010100010190003600","070101000101900036 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 036","036",119,131,52,11,0,0,0,2,0,0,57,4,0,1,0,2,1,13,12,30,2,0,3,57,4,71,250,47.6,57,22.8,1.33
"07010100010190003700","070101000101900037 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 037","037",74,92,43,4,0,0,0,0,0,0,47,0,0,0,0,0,0,7,5,33,2,0,3,47,4,47,166,44.6,47,14.9,1.33
"07010100010190003900","070101000101900039 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 039","039",78,83,42,3,0,0,0,0,0,0,34,0,0,0,0,10,1,9,5,17,2,1,4,34,3,48,161,48.4,34,26.5,0.75
"07010100010190004000","070101000101900040 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 040","040",85,104,34,0,0,0,0,0,0,0,34,0,0,0,0,0,0,15,2,13,4,0,4,34,4,54,189,45,34,44.1,1
"07010100010190004100","070101000101900041 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 041","041",60,75,16,0,0,0,0,0,0,0,16,0,0,0,0,0,0,3,1,11,1,0,5,16,3,46,135,44.4,16,18.8,0.6
"07010100010190004300","070101000101900043 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 043","043",118,122,32,0,0,0,0,0,0,0,31,1,0,0,0,0,0,9,2,19,1,0,5,31,4,66,240,49.2,31,29,0.8
"07010100010190004400","070101000101900044 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 044","044",88,92,48,10,0,0,0,0,0,0,51,0,0,1,0,6,0,25,3,21,2,0,2,51,3,52,180,48.9,51,49,1.5
"07010100010190004500","070101000101900045 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 045","045",85,91,42,4,0,0,0,0,0,0,45,1,0,0,0,0,0,23,6,14,2,0,3,45,4,45,176,48.3,45,51.1,1.33
"07010100010190004600","070101000101900046 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 046","046",26,22,7,5,0,0,0,0,0,0,11,0,0,0,1,0,0,5,2,4,0,0,4,11,4,12,48,54.2,11,45.5,1
"07010100010190004700","070101000101900047 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 047","047",71,78,28,31,0,0,0,0,0,0,48,0,0,2,0,5,4,26,5,7,10,0,3,48,3,52,149,47.7,48,54.2,1
"07010100010190004800","070101000101900048 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 048","048",68,87,40,5,0,0,1,0,0,0,34,3,1,0,0,6,1,11,2,13,8,0,4,34,3,51,155,43.9,34,32.4,0.75
"07010100010190004900","070101000101900049 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 049","049",116,140,55,17,0,0,0,0,0,0,62,4,2,0,0,1,3,28,3,26,5,0,3,62,3,79,256,45.3,62,45.2,1
"07010100010190005000","070101000101900050 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 050","050",45,46,15,5,7,0,0,0,0,0,24,0,0,0,0,3,0,0,0,24,0,0,4,24,4,26,91,49.5,24,0,1
"07010100010190005200","070101000101900052 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 052","052",112,100,37,9,0,0,0,0,0,0,43,1,1,0,1,0,0,2,18,23,0,0,3,43,5,46,212,52.8,43,4.7,1.67
"07010100010190005300","070101000101900053 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 053","053",129,119,67,3,0,0,0,0,0,0,66,2,1,0,0,1,0,13,8,37,8,0,3,66,4,69,248,52,66,19.7,1.33
"07010100010190005400","070101000101900054 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 054","054",142,161,83,2,0,0,0,0,0,0,66,0,0,0,0,19,0,18,13,28,7,0,4,66,3,87,303,46.9,66,27.3,0.75
"07010100010190005500","070101000101900055 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 055","055",48,56,3,31,0,0,0,0,0,0,34,0,0,0,0,0,0,3,25,6,0,0,3,34,3,34,104,46.2,34,8.8,1
"07010100010190005600","070101000101900056 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 056","056",149,145,48,2,0,0,0,0,0,0,46,1,0,0,1,1,1,9,4,30,3,0,5,46,4,84,294,50.7,46,19.6,0.8
"07010100010190005800","070101000101900058 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 058","058",141,154,61,6,0,0,1,0,0,0,61,1,0,0,2,1,2,26,7,24,4,0,4,61,3,85,295,47.8,61,42.6,0.75
"07010100010190005900","070101000101900059 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 059","059",99,112,50,7,0,0,1,0,0,0,54,0,0,0,0,1,2,24,3,25,2,0,3,54,3,55,211,46.9,54,44.4,1
"07010100010190006000","070101000101900060 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 060","060",57,82,27,11,0,0,1,0,1,0,37,2,0,0,0,0,0,23,7,7,0,0,2,37,3,38,139,41,37,62.2,1.5
"07010100010190088888","0701010001019008888, Callao,Callao,Callao,Centro Poblado: Callao,Mza: 8888","8888",1,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,50,0,NA,NA
"07010100010200000100","070101000102000001 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 001","001",219,245,112,23,0,0,0,0,1,0,123,8,0,1,1,0,3,27,17,72,7,0,3,123,3,138,464,47.2,123,22,1
"07010100010200000200","070101000102000002 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 002","002",70,83,41,1,0,0,0,0,0,0,39,0,0,0,0,0,3,12,4,13,10,0,3,39,4,41,153,45.8,39,30.8,1.33
"07010100010200000300","070101000102000003 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 003","003",51,73,24,24,0,0,0,0,0,0,36,3,6,0,2,1,0,18,1,15,2,0,3,36,3,41,124,41.1,36,50,1
"07010100010200000400","070101000102000004 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 004","004",75,73,18,40,0,0,0,0,0,0,43,4,0,0,4,7,0,6,10,21,6,0,3,43,3,44,148,50.7,43,14,1
"07010100010200000500","070101000102000005 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 005","005",80,83,41,12,0,0,0,0,0,0,47,4,0,1,0,0,1,17,6,24,0,0,3,47,3,47,163,49.1,47,36.2,1
"07010100010200000600","070101000102000006 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 006","006",70,88,20,31,0,0,0,0,0,0,43,2,4,0,2,0,0,17,7,18,1,0,3,43,4,44,158,44.3,43,39.5,1.33
"07010100010200000700","070101000102000007 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 007","007",64,92,43,7,0,0,0,0,0,0,47,0,0,0,3,0,0,9,7,28,2,1,3,47,3,47,156,41,47,19.1,1
"07010100010200000800","070101000102000008 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 008","008",102,102,53,12,0,0,0,0,0,0,60,1,1,0,1,1,1,13,7,37,3,0,4,60,3,60,204,50,60,21.7,0.75
"07010100010200000900","070101000102000009 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 009","009",69,90,41,0,0,0,0,0,0,0,39,2,0,0,0,0,0,3,8,22,6,0,3,39,4,40,159,43.4,39,7.7,1.33
"07010100010200001000","070101000102000010 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 010","010",78,96,42,9,0,0,0,0,0,0,47,3,0,1,0,0,0,11,4,28,4,0,4,47,3,51,174,44.8,47,23.4,0.75
"07010100010200001100","070101000102000011 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 011","011",85,88,45,15,0,1,0,0,0,0,54,1,2,0,4,0,0,19,4,28,3,0,3,54,3,55,173,49.1,54,35.2,1
"07010100010200001300","070101000102000013 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 013","013",84,84,37,21,0,0,0,0,0,0,53,1,0,1,3,0,0,15,14,19,5,0,3,53,3,54,168,50,53,28.3,1
"07010100010200001500","070101000102000015 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 015","015",70,82,53,0,0,0,0,0,0,0,47,0,0,3,0,2,1,7,12,24,4,0,3,47,3,47,152,46.1,47,14.9,1
"07010100010200001600","070101000102000016 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 016","016",80,93,49,6,0,0,0,0,0,0,49,2,0,0,2,0,2,14,6,28,1,0,3,49,4,49,173,46.2,49,28.6,1.33
"07010100010200001702","070101000102000017B, Callao,Callao,Callao,Centro Poblado: Callao,Mza: 017B","017B",21,32,5,19,0,0,0,0,0,0,20,0,0,1,2,0,1,8,1,11,0,0,3,20,3,20,53,39.6,20,40,1
"07010100010200001703","070101000102000017C, Callao,Callao,Callao,Centro Poblado: Callao,Mza: 017C","017C",13,18,9,5,0,0,0,0,1,0,10,1,1,0,1,2,0,7,2,1,0,0,3,10,3,10,31,41.9,10,70,1
"07010100010200001705","070101000102000017E, Callao,Callao,Callao,Centro Poblado: Callao,Mza: 017E","017E",24,25,21,8,0,0,0,0,0,0,15,2,1,0,0,11,0,5,1,8,1,0,4,15,3,15,49,49,15,33.3,0.75
"07010100010200001900","070101000102000019 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 019","019",72,85,48,18,0,0,0,0,0,0,50,3,0,0,0,2,11,13,5,31,1,0,3,50,3,51,157,45.9,50,26,1
"07010100010200002000","070101000102000020 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 020","020",80,94,44,5,0,0,0,0,0,0,45,1,3,0,0,0,0,15,4,22,4,0,3,45,4,45,174,46,45,33.3,1.33
"07010100010200002100","070101000102000021 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 021","021",64,63,44,0,0,0,0,0,0,0,39,2,1,0,0,2,0,11,0,24,4,0,3,39,3,40,127,50.4,39,28.2,1
"07010100010200002300","070101000102000023 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 023","023",49,52,25,5,0,0,0,0,0,0,29,0,0,0,0,1,0,10,3,15,1,0,3,29,3,29,101,48.5,29,34.5,1
"07010100010200002400","070101000102000024 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 024","024",60,75,27,12,0,0,0,0,0,0,37,1,0,0,0,1,0,6,6,19,6,0,3,37,4,38,135,44.4,37,16.2,1.33
"07010100010200002500","070101000102000025 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 025","025",44,56,29,0,0,0,0,0,0,0,29,0,0,0,0,0,0,5,8,13,3,0,3,29,3,29,100,44,29,17.2,1
"07010100010200002600","070101000102000026 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 026","026",223,282,0,171,0,0,0,0,0,0,145,10,7,0,3,0,6,59,36,47,3,0,3,145,3,146,505,44.2,145,40.7,1
"07010100010200002700","070101000102000027 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 027","027",90,121,0,63,0,0,0,0,0,0,59,1,0,0,2,1,0,19,13,26,1,0,3,59,4,59,211,42.7,59,32.2,1.33
"07010100010200002800","070101000102000028 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 028","028",88,88,0,64,0,0,0,0,0,0,54,5,1,0,3,0,1,11,13,29,1,0,3,54,3,54,176,50,54,20.4,1
"07010100010200002900","070101000102000029 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 029","029",177,234,11,150,0,0,0,0,0,0,138,14,6,2,1,0,0,30,42,61,5,0,3,138,3,138,411,43.1,138,21.7,1
"07010100010200003100","070101000102000031 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 031","031",80,79,2,43,0,0,0,0,0,0,39,2,2,0,1,0,1,7,2,30,0,0,3,39,4,40,159,50.3,39,17.9,1.33
"07010100010200003200","070101000102000032 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 032","032",92,107,1,76,0,0,0,0,0,0,64,7,4,0,1,0,1,12,6,41,5,0,3,64,3,64,199,46.2,64,18.8,1
"07010100010200003300","070101000102000033 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 033","033",75,93,9,52,0,0,0,0,0,0,49,2,0,0,10,0,0,12,6,28,3,0,3,49,3,50,168,44.6,49,24.5,1
"07010100010200003400","070101000102000034 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 034","034",32,38,0,30,0,0,0,0,0,0,26,3,1,0,0,0,0,11,1,14,0,0,2,26,3,26,70,45.7,26,42.3,1.5
"07010100010200003500","070101000102000035 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 035","035",56,65,0,45,0,0,0,0,0,0,40,3,2,0,0,0,0,15,5,18,2,0,2,40,3,40,121,46.3,40,37.5,1.5
"07010100010200003600","070101000102000036 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 036","036",106,117,1,76,0,0,0,0,0,0,69,0,1,0,7,0,0,13,9,41,6,0,3,69,3,69,223,47.5,69,18.8,1
"07010100010200003800","070101000102000038 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 038","038",40,50,2,30,0,0,0,0,0,0,28,3,1,0,0,0,0,6,1,19,2,0,3,28,3,29,90,44.4,28,21.4,1
"07010100010200003900","070101000102000039 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 039","039",64,92,3,58,0,0,0,0,0,0,53,4,3,1,0,0,0,18,13,22,0,0,2,53,3,55,156,41,53,34,1.5
"07010100010200004100","070101000102000041 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 041","041",221,269,1,172,0,0,0,0,0,0,148,7,8,1,4,0,5,27,44,73,4,0,3,148,3,149,490,45.1,148,18.2,1
"07010100010200004200","070101000102000042 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 042","042",91,97,16,48,0,0,0,0,0,0,51,3,9,0,0,0,1,8,27,11,5,0,3,51,4,51,188,48.4,51,15.7,1.33
"07010100010200004300","070101000102000043 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 043","043",83,104,0,64,0,0,0,0,0,0,56,2,4,0,2,0,0,8,25,19,4,0,3,56,3,56,187,44.4,56,14.3,1
"07010100010200004400","070101000102000044 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 044","044",182,245,16,144,0,0,0,0,0,0,139,14,7,0,0,0,0,25,13,98,3,0,3,139,3,140,427,42.6,139,18,1
"07010100010200005000","070101000102000050 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 050","050",62,74,40,0,0,0,1,0,0,0,32,2,2,0,3,1,0,6,5,19,2,0,4,32,3,40,136,45.6,32,18.8,0.75
"07010100010200005100","070101000102000051 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 051","051",54,71,35,2,0,0,0,0,0,0,33,2,2,0,0,0,0,3,7,15,8,0,3,33,4,34,125,43.2,33,9.1,1.33
"07010100010200005200","070101000102000052 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 052","052",64,77,49,0,0,0,0,0,0,0,40,4,3,2,0,0,0,10,6,22,2,0,4,40,4,40,141,45.4,40,25,1
"07010100010200005300","070101000102000053 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 053","053",78,63,24,25,0,0,0,0,0,0,41,3,0,3,0,1,1,10,4,19,8,0,3,41,3,41,141,55.3,41,24.4,1
"07010100010200005400","070101000102000054 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 054","054",45,80,40,7,0,0,0,0,0,0,38,1,0,1,5,1,1,10,4,22,2,0,4,38,3,43,125,36,38,26.3,0.75
"07010100010200005500","070101000102000055 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 055","055",47,58,23,9,0,0,0,0,0,0,24,1,3,1,2,0,1,5,1,15,3,0,4,24,4,30,105,44.8,24,20.8,1
"07010100010200005600","070101000102000056 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 056","056",66,83,28,11,0,0,0,0,0,0,32,1,0,0,3,2,1,12,3,14,3,0,4,32,4,42,149,44.3,32,37.5,1
"07010100010200005800","070101000102000058 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 058","058",82,119,59,3,1,0,0,0,0,0,52,1,0,1,3,1,5,7,11,29,5,0,4,52,3,64,201,40.8,52,13.5,0.75
"07010100010200088888","0701010001020008888, Callao,Callao,Callao,Centro Poblado: Callao,Mza: 8888","8888",147,185,8,1,0,0,6,0,0,0,7,0,0,1,1,0,0,0,1,4,2,0,3,7,1,13,332,44.3,7,0,0.33
"07010100010210000100","070101000102100001 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 001","001",112,112,75,8,0,0,0,0,0,0,72,5,4,0,0,0,2,30,7,26,9,0,3,72,3,72,224,50,72,41.7,1
"07010100010210000200","070101000102100002 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 002","002",59,70,31,8,0,0,0,0,0,0,34,1,0,0,0,0,4,14,10,9,1,0,3,34,4,35,129,45.7,34,41.2,1.33
"07010100010210000300","070101000102100003 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 003","003",64,70,25,14,0,0,0,0,0,0,35,2,2,0,0,0,0,7,1,22,5,0,3,35,4,35,134,47.8,35,20,1.33
"07010100010210000500","070101000102100005 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 005","005",95,112,49,20,0,0,0,0,0,0,64,2,0,0,3,0,0,24,3,33,4,0,3,64,3,66,207,45.9,64,37.5,1
"07010100010210000700","070101000102100007 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 007","007",149,163,2,102,0,0,0,0,0,0,88,4,6,0,5,0,1,19,17,49,3,0,4,88,3,90,312,47.8,88,21.6,0.75
"07010100010210000800","070101000102100008 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 008","008",110,128,1,83,0,0,0,0,0,0,68,6,5,0,4,0,1,11,17,37,3,0,3,68,3,71,238,46.2,68,16.2,1
"07010100010210001000","070101000102100010 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 010","010",115,123,3,72,0,0,0,0,0,0,62,4,5,0,4,0,0,13,17,31,1,0,4,62,4,64,238,48.3,62,21,1
"07010100010210001100","070101000102100011 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 011","011",42,52,0,29,0,0,0,0,0,0,25,2,2,0,0,0,0,3,1,18,3,0,4,25,4,26,94,44.7,25,12,1
"07010100010210001200","070101000102100012 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 012","012",37,51,0,32,0,0,0,0,0,0,24,2,0,0,6,0,0,6,4,14,0,0,4,24,4,24,88,42,24,25,1
"07010100010210001300","070101000102100013 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 013","013",40,47,0,39,0,0,0,0,0,0,30,3,1,0,5,0,0,2,9,17,2,0,3,30,3,30,87,46,30,6.7,1
"07010100010210001400","070101000102100014 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 014","014",64,62,4,34,0,1,0,0,2,0,38,2,0,1,0,0,0,8,6,19,5,0,4,38,3,38,126,50.8,38,21.1,0.75
"07010100010210001500","070101000102100015 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 015","015",52,60,5,34,0,0,0,0,1,0,35,3,0,1,1,0,0,13,2,17,2,1,3,35,3,35,112,46.4,35,37.1,1
"07010100010210001600","070101000102100016 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 016","016",47,61,1,39,0,0,0,0,0,0,35,2,2,0,1,0,0,9,10,15,1,0,3,35,3,35,108,43.5,35,25.7,1
"07010100010210001700","070101000102100017 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 017","017",45,57,3,35,0,0,0,0,0,0,32,1,4,0,1,0,0,6,9,15,2,0,3,32,3,33,102,44.1,32,18.8,1
"07010100010210001800","070101000102100018 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 018","018",50,52,2,39,0,1,0,0,1,0,31,3,3,0,5,0,1,4,10,13,4,0,4,31,3,33,102,49,31,12.9,0.75
"07010100010210001900","070101000102100019 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 019","019",41,44,0,35,0,1,0,0,0,0,25,3,8,0,0,0,0,5,12,5,3,0,4,25,3,25,85,48.2,25,20,0.75
"07010100010210002000","070101000102100020 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 020","020",51,55,1,31,0,2,0,0,1,0,30,2,2,0,0,0,1,7,7,15,1,0,3,30,4,30,106,48.1,30,23.3,1.33
"07010100010210002100","070101000102100021 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 021","021",66,85,15,42,0,0,0,0,0,0,42,4,7,0,3,0,1,9,12,20,1,0,3,42,4,43,151,43.7,42,21.4,1.33
